ticket_id,description,service_category,resolution_steps,resolution_summary,kb_article_id,resolution_template_id,root_cause,tags
INC3800636,"Hello IT, Outlook freezes/crashes or search results are incomplete. Started during login. I'm in Hyderabad. This is impacting 'Printing'. Error seen: 0x80070005.. I already switched networks, signed out and back in but the issue persists. Please help.",Email/Outlook,Started Outlook in safe mode and disabled add-ins; Rebuilt profile and let OST resync; Repaired Office and updated to latest build; Reset Windows Search index; Validated send/receive and calendar sync,Rebuilt Outlook profile and disabled conflicting add-ins; sync restored.,KB0000987,RES-TPL-002,Software Bug,nan
INC3800560,"Hello IT, Upgrade didn't go through properly; the app won't launch post‑update. Started after password reset. I'm in Hyderabad. This is impacting 'Remote Access'. Error seen: 0xCAA20002.. I already restarted my laptop, tried a different browser but the issue persists. Please help.",Remote Access (VPN),Captured installer logs; Rolled back to previous version; Applied hotfix; Retested core functions; Scheduled planned upgrade,"Rolled back upgrade, applied hotfix, retested; upgrade rescheduled.",KB0001411,RES-TPL-004,Capacity Exhaustion,kb-high-confidence
INC3800486,"Hi Team, Can't join Teams meetings—stuck on connecting/no video. Started post update. I'm in Hyderabad. This is impacting 'BluePortal'. Error seen: AUTH_FAIL.. I already switched networks, signed out and back in but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Checked service health; Cleared Teams cache; Repaired Teams app; Switched network; Validated meeting join,"Cleared Teams cache, repaired app, and validated meeting join.",KB0000987,RES-TPL-002,Vendor Issue,nan
INC3800067,"Hi Service Desk, Background process is hogging CPU; system slows down. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Business App - BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already cleared cache, tried a different browser but the issue persists. Please help.",Database/App Backend,Right-sized resource limits; Scaled node pool and drained hot nodes; Tuned noisy processes and background jobs; Validated stability over 60 minutes; Documented changes in runbook,Right-sized resources and tuned background tasks; usage stabilized.,KB0001411,RES-TPL-004,Capacity Exhaustion,nan
INC3800811,"Hello Support, Access denied even though I'm in the right group. Started post update. I'm in Bengaluru. This is impacting 'BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already signed out and back in, restarted my laptop but the issue persists. Please help.",Identity & Access,Reviewed group membership and ACLs; Synced directory and refreshed tokens; Validated access on the requested resource; Updated access request with approvals; Informed user on least-privilege policy,Updated group membership and synced directory; access granted.,KB0000100,RES-TPL-008,Misconfiguration,kb-high-confidence;auto-resolution-candidate
INC3800493,"Hi Service Desk, CPU spikes to 100% and the app becomes unresponsive. Started after reboot. I'm in Hyderabad. This is impacting 'Remote Access'. Error seen: 0x80070005.. I already tried a different browser, switched networks but the issue persists. Please help.",Remote Access (VPN),Right-sized resource limits; Scaled node pool and drained hot nodes; Tuned noisy processes and background jobs; Validated stability over 60 minutes; Documented changes in runbook,Right-sized resources and tuned background tasks; usage stabilized.,KB0001411,RES-TPL-004,Software Bug,nan
INC3800310,"Hi Service Desk, Browser warns that the site's certificate is expired/untrusted. Started this afternoon. I'm in Hyderabad. This is impacting 'Email'. Error seen: ERR_TIMEOUT.. I already cleared cache, restarted my laptop but the issue persists. Please help.",Email/Outlook,Reissued cert with correct SANs; Installed full chain (leaf+intermediate+root); Rebound listener and cleared SSL sessions; Validated with SSL scanners; Enabled auto-renewal and set T-30 reminder,Renewed TLS certificate and installed full chain; browsers clean.,KB0001610,RES-TPL-006,Misconfiguration,nan
INC3801096,"Hello IT, I'm facing an issue with the application and need help to resolve it. Started this afternoon. I'm in Pune. This is impacting 'Identity'. Error seen: 0xCAA20002.. I already restarted my laptop, cleared cache but the issue persists. Please help.",Identity & Access,Checked VPN gateway health and authentication logs; Forced sign-out of stale sessions; Switched network and retried connection; Adjusted split-tunnel/DNS settings; Tested on wired and mobile hotspot,"Updated VPN client, adjusted DNS/split-tunnel, connection restored.",KB0001245,RES-TPL-001,Network Flap,nan
INC3801247,"Hi Team, Getting errors and unable to proceed with my work. Started after password reset. I'm in Noida. This is impacting 'WAN'. Error seen: 0x80070005. Ref. I already switched networks, updated the app but the issue persists. Please help.",Network/WAN,"Verified caller identity with MFA; Unlocked directory account; Enforced password reset with strong policy; Synced identity providers and purged stale tokens; Validated access across email, VPN, and apps",Identity verified and password reset; access validated across apps.,KB0000100,RES-TPL-008,User Error,kb-high-confidence;auto-resolution-candidate
INC3800184,"Hello IT, CPU spikes to 100% and the app becomes unresponsive. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'WAN'. Error seen: ERR_TIMEOUT.. I already cleared cache, updated the app but the issue persists. Please help.",Database/App Backend,Right-sized resource limits; Scaled node pool and drained hot nodes; Tuned noisy processes and background jobs; Validated stability over 60 minutes; Documented changes in runbook,Right-sized resources and tuned background tasks; usage stabilized.,KB0001411,RES-TPL-004,Software Bug,nan
INC3800306,"Hello Support, I'm facing an issue with the application and need help to resolve it. Started today. I'm in Noida. This is impacting 'Container Platform'. Error seen: ERR_TIMEOUT.. I already cleared cache, updated the app but the issue persists. Please help.",Printing,Cleared spooler queue; Reinstalled OEM driver and removed legacy packages; Remapped printer via policy; Printed test page and verified queue health; Monitored for 24 hours,"Cleared spooler, reinstalled driver, remapped printer; test page OK.",KB0000720,RES-TPL-007,User Error,nan
INC3800852,"Hi Service Desk, Frequent timeouts while saving/reading records. Started this afternoon. I'm in Pune. This is impacting 'Remote Access'. Error seen: 0x80070005.. I already switched networks, tried a different browser but the issue persists. Please help.",Remote Access (VPN),Increased connection pool temporarily; Optimized hot queries and added missing indexes; Adjusted timeouts and enabled backoff; Load-tested critical paths; Finalized pool sizing and documented changes,Optimized queries and pool settings; timeouts eliminated.,KB0001502,RES-TPL-005,Capacity Exhaustion,sla-response-breach
INC3800792,"Hello Support, Something isn't working as expected and I'm blocked. Started from home. I'm while working from home. This is impacting 'Email'. Error seen: NDR 5.7.1.. I already switched networks, tried a different browser but the issue persists. Please help.",Email/Outlook,Cleared Office cache and refreshed sign-in tokens; Checked service health dashboard; Repaired Office installation; Validated OneDrive/Teams connectivity; Synced licenses and reactivated apps,"Cleared Office cache, repaired apps, and validated service health.",KB0000987,RES-TPL-002,Software Bug,sla-response-breach
INC3800289,"Hello IT, I'm facing an issue with the application and need help to resolve it. Started after reboot. I'm in Noida. This is impacting 'WAN'. Error seen: NDR 5.7.1.. I already restarted my laptop, cleared cache but the issue persists. Please help.",Printing,Removed legacy driver packages; Installed OEM-signed driver; Remapped printer; Printed test page; Locked driver version,Installed correct OEM driver and remapped printer; test page OK.,KB0000720,RES-TPL-007,Misconfiguration,nan
INC3800706,"Hi Service Desk, System keeps alerting low disk space; temp/log files are piling up. Started this afternoon. I'm in Mumbai. This is impacting 'BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already switched networks, updated the app but the issue persists. Please help.",OS/Storage,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Misconfiguration,nan
INC3801329,"Hi Team, Browser warns that the site's certificate is expired/untrusted. Started post update. I'm in Delhi. This is impacting 'Container Platform'. Error seen: 0x80070005.. I already restarted my laptop, updated the app but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Reissued cert with correct SANs; Installed full chain (leaf+intermediate+root); Rebound listener and cleared SSL sessions; Validated with SSL scanners; Enabled auto-renewal and set T-30 reminder,Renewed TLS certificate and installed full chain; browsers clean.,KB0001610,RES-TPL-006,Certificate Expired,kb-high-confidence
INC3800654,"Hi Team, Getting errors and unable to proceed with my work. Started after password reset. I'm on office Wi‑Fi. This is impacting 'Container Platform'. Error seen: 0x80070005. Ref. I already cleared cache, signed out and back in but the issue persists. Please help.",Remote Access (VPN),Checked VPN gateway health and authentication logs; Forced sign-out of stale sessions; Switched network and retried connection; Adjusted split-tunnel/DNS settings; Tested on wired and mobile hotspot,"Updated VPN client, adjusted DNS/split-tunnel, connection restored.",KB0001245,RES-TPL-001,Network Flap,nan
INC3800522,"Hello IT, Permission error when opening a resource I used previously. Started this morning. I'm in Mumbai. This is impacting 'BluePortal'. Error seen: 0x80070005.. I already updated the app, switched networks but the issue persists. Please help.",Identity & Access,Reviewed group membership and ACLs; Synced directory and refreshed tokens; Validated access on the requested resource; Updated access request with approvals; Informed user on least-privilege policy,Updated group membership and synced directory; access granted.,KB0000100,RES-TPL-008,Misconfiguration,kb-high-confidence;auto-resolution-candidate
